0, 40, 40.0, 2.671901226043701
1, 5, 5.0, 2.3535311222076416
2, 1, 1.0, 1.8574559688568115
3, 0, 0.0, 1.8173226118087769
4, 30, 30.0, 1.5846638679504395
5, 12, 12.0, 1.0739222764968872
6, 28, 28.0, 0.9778416752815247
7, 52, 52.0, 0.795711100101471
8, 23, 23.0, 0.7833555936813354
9, 24, 24.0, 0.7174441814422607
10, 37, 37.0, 0.6624851822853088
11, 4, 4.0, 0.6400696039199829
12, 7, 7.0, 0.5722491145133972
13, 44, 44.0, 0.5601940751075745
14, 21, 21.0, 0.5528051257133484
15, 29, 29.0, 0.5105907320976257
16, 20, 20.0, 0.4948122203350067
17, 13, 13.0, 0.49290165305137634
18, 33, 33.0, 0.47459131479263306
19, 19, 19.0, 0.4463578462600708
20, 49, 49.0, 0.44170355796813965
21, 14, 14.0, 0.4398205280303955
22, 45, 45.0, 0.42258381843566895
23, 55, 55.0, 0.41475698351860046
24, 22, 22.0, 0.40687766671180725
25, 27, 27.0, 0.3864329755306244
26, 17, 17.0, 0.37165141105651855
27, 56, 56.0, 0.3606908321380615
28, 26, 26.0, 0.33217117190361023
29, 57, 57.0, 0.32856354117393494
30, 43, 43.0, 0.32465970516204834
31, 16, 16.0, 0.31334367394447327
32, 25, 25.0, 0.3020053207874298
33, 32, 32.0, 0.2867085337638855
34, 3, 3.0, 0.28120332956314087
35, 11, 11.0, 0.26962152123451233
36, 35, 35.0, 0.25611966848373413
37, 31, 31.0, 0.2543158531188965
38, 50, 50.0, 0.2511363625526428
39, 8, 8.0, 0.22659584879875183
40, 54, 54.0, 0.2237098217010498
41, 51, 51.0, 0.21192318201065063
42, 39, 39.0, 0.19314271211624146
43, 41, 41.0, 0.18892447650432587
44, 46, 46.0, 0.18522091209888458
45, 42, 42.0, 0.1812157779932022
46, 36, 36.0, 0.17844828963279724
47, 47, 47.0, 0.17835505306720734
48, 9, 9.0, 0.17011505365371704
49, 6, 6.0, 0.1554519534111023
50, 2, 2.0, 0.14743515849113464
51, 34, 34.0, 0.10125738382339478
52, 53, 53.0, 0.08946435153484344
53, 10, 10.0, 0.08534415811300278
54, 15, 15.0, 0.07218459993600845
55, 18, 18.0, 0.06857768446207047
56, 48, 48.0, 0.05371226742863655
57, 38, 38.0, 0.03785302862524986
